,field,phenomenon,paradigm,score,metric,model,seed,step
9344,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.496,acc,pythia-160m-seed1,1,64
9346,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.326,acc,pythia-160m-seed1,1,64
9348,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.502,acc,pythia-160m-seed1,1,64
9350,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.497,acc,pythia-160m-seed1,1,64
9352,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,1.0,acc,pythia-160m-seed1,1,64
9354,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.372,acc,pythia-160m-seed1,1,64
9356,syntax,Island effects,blimp_sentential_subject_island,0.389,acc,pythia-160m-seed1,1,64
9358,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.076,acc,pythia-160m-seed1,1,64
9360,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.588,acc,pythia-160m-seed1,1,64
9362,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.378,acc,pythia-160m-seed1,1,64
9364,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.677,acc,pythia-160m-seed1,1,64
9366,syntax,Argument structure,blimp_transitive,0.556,acc,pythia-160m-seed1,1,64
9368,syntax,Filler gap,blimp_wh_island,0.628,acc,pythia-160m-seed1,1,64
9370,syntax,Filler gap,blimp_wh_questions_object_gap,0.669,acc,pythia-160m-seed1,1,64
9372,syntax,Filler gap,blimp_wh_questions_subject_gap,0.949,acc,pythia-160m-seed1,1,64
9374,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.921,acc,pythia-160m-seed1,1,64
9376,syntax,Filler gap,blimp_wh_vs_that_no_gap,1.0,acc,pythia-160m-seed1,1,64
9378,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,1.0,acc,pythia-160m-seed1,1,64
9380,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.001,acc,pythia-160m-seed1,1,64
9382,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.0,acc,pythia-160m-seed1,1,64
9386,syntax,Island effects,blimp_adjunct_island,0.863,acc,pythia-160m-seed1,1,40000
9388,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.991,acc,pythia-160m-seed1,1,40000
9390,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.991,acc,pythia-160m-seed1,1,40000
9392,syntax,Argument structure,blimp_animate_subject_passive,0.774,acc,pythia-160m-seed1,1,40000
9394,syntax,Argument structure,blimp_animate_subject_trans,0.842,acc,pythia-160m-seed1,1,40000
9396,syntax,Argument structure,blimp_causative,0.758,acc,pythia-160m-seed1,1,40000
9398,syntax,Island effects,blimp_complex_NP_island,0.53,acc,pythia-160m-seed1,1,40000
9400,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.695,acc,pythia-160m-seed1,1,40000
9402,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.81,acc,pythia-160m-seed1,1,40000
9404,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.981,acc,pythia-160m-seed1,1,40000
9406,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.98,acc,pythia-160m-seed1,1,40000
9408,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.934,acc,pythia-160m-seed1,1,40000
9410,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.955,acc,pythia-160m-seed1,1,40000
9412,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.938,acc,pythia-160m-seed1,1,40000
9414,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.91,acc,pythia-160m-seed1,1,40000
9416,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.908,acc,pythia-160m-seed1,1,40000
9418,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.96,acc,pythia-160m-seed1,1,40000
9420,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.862,acc,pythia-160m-seed1,1,40000
9422,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.735,acc,pythia-160m-seed1,1,40000
9424,syntax,Argument structure,blimp_drop_argument,0.766,acc,pythia-160m-seed1,1,40000
9426,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.834,acc,pythia-160m-seed1,1,40000
9428,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.88,acc,pythia-160m-seed1,1,40000
9430,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.859,acc,pythia-160m-seed1,1,40000
9432,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.991,acc,pythia-160m-seed1,1,40000
9434,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.162,acc,pythia-160m-seed1,1,40000
9436,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.869,acc,pythia-160m-seed1,1,40000
9438,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.716,acc,pythia-160m-seed1,1,40000
9440,syntax,Argument structure,blimp_inchoative,0.629,acc,pythia-160m-seed1,1,40000
9442,syntax,Argument structure,blimp_intransitive,0.799,acc,pythia-160m-seed1,1,40000
9444,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.971,acc,pythia-160m-seed1,1,40000
9446,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.9,acc,pythia-160m-seed1,1,40000
9448,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.917,acc,pythia-160m-seed1,1,40000
9450,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.909,acc,pythia-160m-seed1,1,40000
9452,syntax,Island effects,blimp_left_branch_island_echo_question,0.369,acc,pythia-160m-seed1,1,40000
9454,syntax,Island effects,blimp_left_branch_island_simple_question,0.759,acc,pythia-160m-seed1,1,40000
9456,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.673,acc,pythia-160m-seed1,1,40000
9458,semantics,NPI licensing,blimp_npi_present_1,0.78,acc,pythia-160m-seed1,1,40000
9460,semantics,NPI licensing,blimp_npi_present_2,0.705,acc,pythia-160m-seed1,1,40000
9462,semantics,NPI licensing,blimp_only_npi_licensor_present,0.964,acc,pythia-160m-seed1,1,40000
9464,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.875,acc,pythia-160m-seed1,1,40000
9466,syntax,Argument structure,blimp_passive_1,0.894,acc,pythia-160m-seed1,1,40000
9468,syntax,Argument structure,blimp_passive_2,0.896,acc,pythia-160m-seed1,1,40000
9470,syntaxsemantics,Binding,blimp_principle_A_c_command,0.532,acc,pythia-160m-seed1,1,40000
9472,syntaxsemantics,Binding,blimp_principle_A_case_1,0.999,acc,pythia-160m-seed1,1,40000
9474,syntaxsemantics,Binding,blimp_principle_A_case_2,0.946,acc,pythia-160m-seed1,1,40000
9476,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.987,acc,pythia-160m-seed1,1,40000
9478,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.826,acc,pythia-160m-seed1,1,40000
9480,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.734,acc,pythia-160m-seed1,1,40000
9482,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.323,acc,pythia-160m-seed1,1,40000
9484,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.922,acc,pythia-160m-seed1,1,40000
9486,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.877,acc,pythia-160m-seed1,1,40000
9488,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.991,acc,pythia-160m-seed1,1,40000
9490,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.781,acc,pythia-160m-seed1,1,40000
9492,syntax,Island effects,blimp_sentential_subject_island,0.308,acc,pythia-160m-seed1,1,40000
9494,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.78,acc,pythia-160m-seed1,1,40000
9496,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.764,acc,pythia-160m-seed1,1,40000
9498,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.603,acc,pythia-160m-seed1,1,40000
9500,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.876,acc,pythia-160m-seed1,1,40000
9502,syntax,Argument structure,blimp_transitive,0.857,acc,pythia-160m-seed1,1,40000
9504,syntax,Filler gap,blimp_wh_island,0.862,acc,pythia-160m-seed1,1,40000
9506,syntax,Filler gap,blimp_wh_questions_object_gap,0.841,acc,pythia-160m-seed1,1,40000
9508,syntax,Filler gap,blimp_wh_questions_subject_gap,0.955,acc,pythia-160m-seed1,1,40000
9510,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.892,acc,pythia-160m-seed1,1,40000
9512,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.964,acc,pythia-160m-seed1,1,40000
9514,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.973,acc,pythia-160m-seed1,1,40000
9516,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.586,acc,pythia-160m-seed1,1,40000
9518,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.303,acc,pythia-160m-seed1,1,40000
9522,syntax,Island effects,blimp_adjunct_island,0.504,acc,pythia-160m-seed1,1,4
9524,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.63,acc,pythia-160m-seed1,1,4
9526,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.491,acc,pythia-160m-seed1,1,4
9528,syntax,Argument structure,blimp_animate_subject_passive,0.598,acc,pythia-160m-seed1,1,4
9530,syntax,Argument structure,blimp_animate_subject_trans,0.796,acc,pythia-160m-seed1,1,4
9532,syntax,Argument structure,blimp_causative,0.437,acc,pythia-160m-seed1,1,4
9534,syntax,Island effects,blimp_complex_NP_island,0.541,acc,pythia-160m-seed1,1,4
9536,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.55,acc,pythia-160m-seed1,1,4
9538,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.45,acc,pythia-160m-seed1,1,4
9540,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.504,acc,pythia-160m-seed1,1,4
9542,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.497,acc,pythia-160m-seed1,1,4
9544,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.502,acc,pythia-160m-seed1,1,4
9546,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.477,acc,pythia-160m-seed1,1,4
9548,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.458,acc,pythia-160m-seed1,1,4
9550,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.46,acc,pythia-160m-seed1,1,4
9552,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.496,acc,pythia-160m-seed1,1,4
9554,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.487,acc,pythia-160m-seed1,1,4
9556,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.535,acc,pythia-160m-seed1,1,4
9558,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.529,acc,pythia-160m-seed1,1,4
9560,syntax,Argument structure,blimp_drop_argument,0.661,acc,pythia-160m-seed1,1,4
9562,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.517,acc,pythia-160m-seed1,1,4
9564,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.335,acc,pythia-160m-seed1,1,4
9566,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.605,acc,pythia-160m-seed1,1,4
9568,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.108,acc,pythia-160m-seed1,1,4
9570,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.227,acc,pythia-160m-seed1,1,4
9572,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.554,acc,pythia-160m-seed1,1,4
9574,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.576,acc,pythia-160m-seed1,1,4
9576,syntax,Argument structure,blimp_inchoative,0.443,acc,pythia-160m-seed1,1,4
9578,syntax,Argument structure,blimp_intransitive,0.557,acc,pythia-160m-seed1,1,4
9580,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.49,acc,pythia-160m-seed1,1,4
9582,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.511,acc,pythia-160m-seed1,1,4
9584,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.502,acc,pythia-160m-seed1,1,4
9586,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.459,acc,pythia-160m-seed1,1,4
9588,syntax,Island effects,blimp_left_branch_island_echo_question,0.564,acc,pythia-160m-seed1,1,4
9590,syntax,Island effects,blimp_left_branch_island_simple_question,0.517,acc,pythia-160m-seed1,1,4
9592,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.432,acc,pythia-160m-seed1,1,4
9594,semantics,NPI licensing,blimp_npi_present_1,0.408,acc,pythia-160m-seed1,1,4
9596,semantics,NPI licensing,blimp_npi_present_2,0.38,acc,pythia-160m-seed1,1,4
9598,semantics,NPI licensing,blimp_only_npi_licensor_present,0.725,acc,pythia-160m-seed1,1,4
9600,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.584,acc,pythia-160m-seed1,1,4
9602,syntax,Argument structure,blimp_passive_1,0.619,acc,pythia-160m-seed1,1,4
9604,syntax,Argument structure,blimp_passive_2,0.614,acc,pythia-160m-seed1,1,4
9606,syntaxsemantics,Binding,blimp_principle_A_c_command,0.687,acc,pythia-160m-seed1,1,4
9608,syntaxsemantics,Binding,blimp_principle_A_case_1,0.651,acc,pythia-160m-seed1,1,4
9610,syntaxsemantics,Binding,blimp_principle_A_case_2,0.463,acc,pythia-160m-seed1,1,4
9612,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.585,acc,pythia-160m-seed1,1,4
9614,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.43,acc,pythia-160m-seed1,1,4
9616,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.491,acc,pythia-160m-seed1,1,4
9618,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.575,acc,pythia-160m-seed1,1,4
9620,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.515,acc,pythia-160m-seed1,1,4
9622,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.503,acc,pythia-160m-seed1,1,4
9624,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.709,acc,pythia-160m-seed1,1,4
9626,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.17,acc,pythia-160m-seed1,1,4
9628,syntax,Island effects,blimp_sentential_subject_island,0.473,acc,pythia-160m-seed1,1,4
9630,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.338,acc,pythia-160m-seed1,1,4
9632,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.531,acc,pythia-160m-seed1,1,4
9634,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.482,acc,pythia-160m-seed1,1,4
9636,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.532,acc,pythia-160m-seed1,1,4
9638,syntax,Argument structure,blimp_transitive,0.514,acc,pythia-160m-seed1,1,4
9640,syntax,Filler gap,blimp_wh_island,0.592,acc,pythia-160m-seed1,1,4
9642,syntax,Filler gap,blimp_wh_questions_object_gap,0.712,acc,pythia-160m-seed1,1,4
9644,syntax,Filler gap,blimp_wh_questions_subject_gap,0.675,acc,pythia-160m-seed1,1,4
9646,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.672,acc,pythia-160m-seed1,1,4
9648,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.83,acc,pythia-160m-seed1,1,4
9650,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.843,acc,pythia-160m-seed1,1,4
9652,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.181,acc,pythia-160m-seed1,1,4
9654,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.155,acc,pythia-160m-seed1,1,4
9658,syntax,Island effects,blimp_adjunct_island,0.5,acc,pythia-160m-seed1,1,2
9660,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.633,acc,pythia-160m-seed1,1,2
9662,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.49,acc,pythia-160m-seed1,1,2
9664,syntax,Argument structure,blimp_animate_subject_passive,0.602,acc,pythia-160m-seed1,1,2
9666,syntax,Argument structure,blimp_animate_subject_trans,0.794,acc,pythia-160m-seed1,1,2
9668,syntax,Argument structure,blimp_causative,0.441,acc,pythia-160m-seed1,1,2
9670,syntax,Island effects,blimp_complex_NP_island,0.538,acc,pythia-160m-seed1,1,2
9672,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.55,acc,pythia-160m-seed1,1,2
9674,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.447,acc,pythia-160m-seed1,1,2
9676,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.512,acc,pythia-160m-seed1,1,2
9678,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.501,acc,pythia-160m-seed1,1,2
9680,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.504,acc,pythia-160m-seed1,1,2
9682,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.477,acc,pythia-160m-seed1,1,2
9684,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.455,acc,pythia-160m-seed1,1,2
9686,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.453,acc,pythia-160m-seed1,1,2
9688,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.497,acc,pythia-160m-seed1,1,2
9690,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.482,acc,pythia-160m-seed1,1,2
9692,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.536,acc,pythia-160m-seed1,1,2
9694,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.528,acc,pythia-160m-seed1,1,2
9696,syntax,Argument structure,blimp_drop_argument,0.662,acc,pythia-160m-seed1,1,2
9698,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.516,acc,pythia-160m-seed1,1,2
9700,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.34,acc,pythia-160m-seed1,1,2
9702,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.602,acc,pythia-160m-seed1,1,2
9704,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.086,acc,pythia-160m-seed1,1,2
9706,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.208,acc,pythia-160m-seed1,1,2
9708,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.554,acc,pythia-160m-seed1,1,2
9710,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.577,acc,pythia-160m-seed1,1,2
9712,syntax,Argument structure,blimp_inchoative,0.448,acc,pythia-160m-seed1,1,2
9714,syntax,Argument structure,blimp_intransitive,0.555,acc,pythia-160m-seed1,1,2
9716,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.494,acc,pythia-160m-seed1,1,2
9718,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.514,acc,pythia-160m-seed1,1,2
9720,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.504,acc,pythia-160m-seed1,1,2
9722,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.459,acc,pythia-160m-seed1,1,2
9724,syntax,Island effects,blimp_left_branch_island_echo_question,0.561,acc,pythia-160m-seed1,1,2
9726,syntax,Island effects,blimp_left_branch_island_simple_question,0.522,acc,pythia-160m-seed1,1,2
9728,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.514,acc,pythia-160m-seed1,1,2
9730,semantics,NPI licensing,blimp_npi_present_1,0.438,acc,pythia-160m-seed1,1,2
9732,semantics,NPI licensing,blimp_npi_present_2,0.395,acc,pythia-160m-seed1,1,2
9734,semantics,NPI licensing,blimp_only_npi_licensor_present,0.729,acc,pythia-160m-seed1,1,2
9736,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.56,acc,pythia-160m-seed1,1,2
9738,syntax,Argument structure,blimp_passive_1,0.621,acc,pythia-160m-seed1,1,2
